context,chair(downsampling rate),chair(frame rate),table(downsampling rate),table(frame rate),fridge(downsampling rate),fridge(frame rate),bag(downsampling rate),bag(frame rate),bulletin_board(downsampling rate),bulletin_board(frame rate),bag_2(downsampling rate),bag_2(frame rate),laptop(downsampling rate),laptop(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),plastic_container(downsampling rate),plastic_container(frame rate),shelf(downsampling rate),shelf(frame rate),score
1.0,64.0,1.0,30.0,8.0,71.0,1.0,47.0,4.0,32.0,10.0,86.0,5.0,25.0,4.0,60.0,1.0,39.0,2.0,35.0,4.0,16.0,4.0,226.36204860000004
2.0,65.0,9.0,97.0,3.0,56.0,2.0,2.0,9.0,53.0,3.0,49.0,5.0,52.0,2.0,10.0,4.0,93.0,5.0,92.0,5.0,27.0,1.0,262.1786822
1.0,79.0,3.0,41.0,3.0,79.0,6.0,19.0,9.0,40.0,5.0,89.0,6.0,17.0,4.0,36.0,1.0,72.0,4.0,27.0,7.0,96.0,3.0,224.46443469999994
2.0,83.0,10.0,10.0,8.0,35.0,3.0,49.0,9.0,67.0,7.0,51.0,3.0,40.0,1.0,12.0,6.0,16.0,9.0,53.0,10.0,56.0,1.0,226.9945516
1.0,16.0,5.0,44.0,7.0,26.0,6.0,83.0,8.0,35.0,4.0,65.0,6.0,46.0,6.0,32.0,8.0,87.0,7.0,18.0,3.0,26.0,9.0,241.9339827
1.0,38.0,8.0,57.0,6.0,14.0,10.0,65.0,2.0,72.0,1.0,79.0,3.0,29.0,4.0,9.0,5.0,86.0,2.0,37.0,10.0,8.0,9.0,215.6507279
1.0,31.0,6.0,96.0,6.0,32.0,5.0,50.0,1.0,63.0,8.0,66.0,3.0,60.0,9.0,33.0,2.0,21.0,3.0,13.0,3.0,61.0,4.0,236.5736489
1.0,47.0,6.0,86.0,6.0,36.0,10.0,84.0,1.0,77.0,10.0,83.0,3.0,83.0,5.0,50.0,8.0,47.0,8.0,86.0,4.0,38.0,2.0,280.8951028
1.0,35.0,5.0,1.0,6.0,51.0,9.0,51.0,9.0,47.0,1.0,15.0,2.0,70.0,7.0,51.0,8.0,88.0,6.0,92.0,6.0,39.0,10.0,240.0261739
2.0,21.0,6.0,9.0,7.0,83.0,6.0,18.0,4.0,40.0,7.0,85.0,2.0,33.0,8.0,89.0,6.0,36.0,2.0,77.0,6.0,68.0,9.0,267.7116959
2.0,35.0,10.0,57.0,1.0,22.0,6.0,1.0,3.0,7.0,10.0,52.0,9.0,65.0,2.0,28.0,5.0,44.0,4.0,52.0,1.0,3.0,3.0,223.5647215
1.0,88.0,5.0,59.0,7.0,88.0,6.0,61.0,5.0,46.0,4.0,27.0,6.0,25.0,2.0,64.0,5.0,76.0,1.0,95.0,10.0,28.0,6.0,267.5512114
1.0,34.0,7.0,87.0,6.0,12.0,6.0,7.0,9.0,47.0,6.0,3.0,6.0,40.0,8.0,39.0,3.0,40.0,5.0,9.0,2.0,10.0,3.0,236.282741
1.0,52.0,1.0,94.0,3.0,98.0,10.0,9.0,7.0,18.0,4.0,27.0,4.0,100.0,5.0,13.0,7.0,56.0,1.0,14.0,5.0,89.0,6.0,242.11649530000003
2.0,96.0,7.0,51.0,2.0,81.0,1.0,43.0,2.0,88.0,6.0,14.0,8.0,58.0,3.0,75.0,4.0,94.0,5.0,12.0,1.0,81.0,2.0,305.5226746
2.0,5.0,7.0,25.0,1.0,57.0,1.0,83.0,5.0,74.0,6.0,61.0,5.0,49.0,10.0,5.0,10.0,51.0,10.0,74.0,4.0,4.0,8.0,213.6437334
2.0,73.0,4.0,44.0,8.0,77.0,3.0,11.0,2.0,3.0,6.0,27.0,8.0,7.0,6.0,15.0,7.0,62.0,2.0,18.0,9.0,47.0,4.0,212.32964049999998
2.0,18.0,4.0,29.0,1.0,59.0,6.0,19.0,9.0,100.0,8.0,88.0,1.0,48.0,3.0,46.0,6.0,20.0,10.0,27.0,8.0,21.0,9.0,270.1416235
1.0,71.0,2.0,4.0,8.0,99.0,4.0,74.0,2.0,57.0,8.0,22.0,9.0,71.0,5.0,78.0,9.0,89.0,5.0,12.0,9.0,9.0,1.0,256.4671803
2.0,79.0,4.0,52.0,3.0,4.0,10.0,87.0,1.0,19.0,7.0,57.0,9.0,36.0,5.0,28.0,4.0,2.0,10.0,55.0,6.0,69.0,3.0,227.67266329999998
2.0,55.0,2.0,72.0,5.0,13.0,3.0,49.0,5.0,78.0,5.0,19.0,5.0,78.0,4.0,88.0,7.0,86.0,8.0,20.0,7.0,31.0,2.0,318.745732
2.0,23.0,6.0,79.0,5.0,27.0,8.0,10.0,1.0,55.0,5.0,93.0,8.0,25.0,7.0,86.0,2.0,62.0,6.0,67.0,4.0,42.0,10.0,277.207792
1.0,13.0,7.0,75.0,4.0,3.0,4.0,12.0,3.0,39.0,5.0,86.0,2.0,73.0,9.0,3.0,1.0,90.0,10.0,63.0,10.0,12.0,1.0,228.0782893
2.0,16.0,1.0,51.0,5.0,23.0,2.0,70.0,6.0,45.0,8.0,21.0,5.0,84.0,7.0,21.0,1.0,58.0,9.0,51.0,2.0,34.0,2.0,244.1736815
2.0,24.0,10.0,39.0,7.0,68.0,10.0,9.0,10.0,13.0,6.0,79.0,3.0,60.0,2.0,49.0,9.0,24.0,7.0,20.0,2.0,24.0,3.0,263.9141032
1.0,64.0,9.0,31.0,10.0,31.0,5.0,95.0,5.0,70.0,6.0,86.0,6.0,4.0,5.0,25.0,4.0,41.0,1.0,63.0,9.0,71.0,5.0,201.4015617
2.0,83.0,10.0,100.0,6.0,6.0,8.0,95.0,6.0,100.0,10.0,26.0,10.0,14.0,9.0,71.0,6.0,37.0,9.0,28.0,1.0,94.0,5.0,298.95671569999996
2.0,12.0,6.0,59.0,9.0,65.0,3.0,3.0,2.0,94.0,4.0,73.0,3.0,60.0,5.0,61.0,6.0,99.0,2.0,82.0,6.0,26.0,8.0,265.08683709999997
2.0,92.0,6.0,95.0,6.0,13.0,5.0,16.0,3.0,8.0,6.0,57.0,8.0,94.0,9.0,54.0,5.0,99.0,6.0,84.0,1.0,85.0,2.0,297.4987997
2.0,69.0,9.0,19.0,3.0,44.0,10.0,27.0,5.0,54.0,5.0,71.0,6.0,71.0,8.0,71.0,8.0,85.0,5.0,71.0,9.0,25.0,1.0,308.6523926
2.0,69.0,10.0,80.0,1.0,10.0,9.0,73.0,3.0,96.0,6.0,9.0,6.0,36.0,4.0,75.0,2.0,37.0,10.0,44.0,8.0,58.0,10.0,295.8824195
2.0,14.0,5.0,24.0,9.0,87.0,1.0,10.0,3.0,7.0,7.0,77.0,9.0,39.0,2.0,65.0,4.0,4.0,6.0,62.0,5.0,53.0,2.0,238.5048842
2.0,2.0,7.0,42.0,8.0,90.0,10.0,69.0,10.0,30.0,9.0,43.0,6.0,50.0,6.0,15.0,6.0,37.0,2.0,41.0,3.0,69.0,4.0,169.9707242
1.0,7.0,9.0,91.0,2.0,83.0,9.0,99.0,5.0,4.0,4.0,38.0,9.0,97.0,3.0,56.0,8.0,72.0,1.0,41.0,10.0,88.0,1.0,239.29951520000003
1.0,9.0,3.0,38.0,9.0,70.0,7.0,47.0,9.0,25.0,10.0,35.0,10.0,62.0,3.0,67.0,2.0,49.0,1.0,87.0,7.0,56.0,10.0,224.48494140000003
1.0,40.0,3.0,61.0,4.0,57.0,9.0,4.0,2.0,64.0,5.0,29.0,1.0,74.0,10.0,88.0,1.0,36.0,4.0,25.0,2.0,23.0,8.0,242.88552730000004
1.0,89.0,9.0,19.0,10.0,47.0,7.0,19.0,3.0,80.0,8.0,6.0,2.0,42.0,5.0,48.0,9.0,21.0,2.0,65.0,8.0,86.0,10.0,258.25786550000004
2.0,73.0,6.0,77.0,4.0,38.0,10.0,4.0,4.0,6.0,7.0,97.0,10.0,66.0,1.0,62.0,10.0,79.0,10.0,47.0,3.0,98.0,7.0,344.12878059999997
1.0,5.0,1.0,3.0,8.0,64.0,7.0,7.0,2.0,58.0,2.0,45.0,2.0,6.0,3.0,86.0,4.0,97.0,2.0,20.0,6.0,84.0,8.0,159.36850410000002
2.0,66.0,3.0,24.0,5.0,23.0,9.0,35.0,2.0,50.0,8.0,71.0,10.0,72.0,6.0,8.0,10.0,39.0,10.0,83.0,4.0,11.0,8.0,267.5221193
2.0,9.0,2.0,36.0,1.0,28.0,1.0,84.0,10.0,62.0,3.0,95.0,3.0,62.0,4.0,10.0,6.0,66.0,3.0,66.0,9.0,12.0,5.0,208.05104740000002
1.0,36.0,1.0,51.0,7.0,89.0,2.0,65.0,10.0,14.0,6.0,86.0,8.0,90.0,10.0,80.0,6.0,23.0,9.0,70.0,5.0,96.0,2.0,290.0188961
1.0,17.0,2.0,15.0,5.0,8.0,6.0,65.0,4.0,7.0,6.0,15.0,5.0,30.0,6.0,4.0,9.0,97.0,5.0,48.0,2.0,74.0,6.0,213.2665192
1.0,11.0,10.0,36.0,5.0,89.0,8.0,41.0,4.0,100.0,10.0,93.0,5.0,81.0,3.0,12.0,6.0,17.0,1.0,99.0,8.0,58.0,2.0,219.75118669999998
1.0,68.0,1.0,8.0,3.0,74.0,2.0,23.0,3.0,87.0,4.0,27.0,7.0,39.0,6.0,90.0,6.0,89.0,5.0,96.0,7.0,74.0,6.0,273.6281628
1.0,27.0,10.0,28.0,5.0,51.0,1.0,14.0,4.0,74.0,4.0,83.0,7.0,94.0,2.0,67.0,4.0,2.0,5.0,26.0,10.0,38.0,9.0,263.9744634
1.0,97.0,3.0,9.0,2.0,3.0,7.0,75.0,4.0,79.0,8.0,3.0,4.0,4.0,6.0,52.0,8.0,47.0,4.0,6.0,4.0,68.0,5.0,211.64724990000005
2.0,24.0,10.0,29.0,7.0,7.0,1.0,7.0,1.0,59.0,5.0,86.0,7.0,76.0,7.0,61.0,1.0,17.0,1.0,28.0,4.0,97.0,7.0,218.5373291
1.0,63.0,3.0,18.0,9.0,99.0,3.0,19.0,5.0,40.0,10.0,7.0,10.0,29.0,7.0,98.0,3.0,62.0,9.0,83.0,7.0,31.0,9.0,262.2486981
2.0,81.0,3.0,1.0,5.0,9.0,9.0,73.0,1.0,61.0,2.0,89.0,2.0,70.0,6.0,23.0,2.0,58.0,10.0,20.0,1.0,33.0,7.0,248.8461594
2.0,67.0,7.0,70.0,7.0,62.0,3.0,71.0,8.0,47.0,1.0,16.0,2.0,86.0,5.0,4.0,4.0,62.0,2.0,38.0,3.0,72.0,5.0,247.85744680000002
2.0,55.0,9.0,47.0,8.0,92.0,6.0,70.0,9.0,10.0,8.0,17.0,8.0,5.0,3.0,13.0,2.0,71.0,5.0,37.0,2.0,38.0,7.0,235.42749410000005
2.0,20.0,3.0,11.0,2.0,55.0,4.0,38.0,1.0,37.0,8.0,95.0,3.0,86.0,9.0,94.0,4.0,19.0,7.0,17.0,2.0,63.0,10.0,269.7475919
2.0,5.0,6.0,14.0,1.0,86.0,2.0,12.0,7.0,45.0,6.0,86.0,10.0,79.0,4.0,12.0,9.0,89.0,8.0,65.0,3.0,45.0,8.0,204.51968080000003
2.0,71.0,9.0,12.0,1.0,10.0,6.0,63.0,3.0,45.0,10.0,61.0,4.0,46.0,2.0,96.0,2.0,51.0,3.0,2.0,9.0,52.0,7.0,232.57599199999999
2.0,2.0,7.0,47.0,5.0,55.0,2.0,56.0,5.0,43.0,4.0,94.0,9.0,48.0,8.0,24.0,6.0,76.0,6.0,63.0,2.0,65.0,1.0,205.6700916
2.0,30.0,10.0,26.0,7.0,12.0,8.0,19.0,2.0,47.0,7.0,54.0,8.0,89.0,9.0,48.0,4.0,70.0,2.0,23.0,6.0,34.0,10.0,250.2064681
2.0,26.0,4.0,98.0,4.0,73.0,1.0,25.0,5.0,1.0,7.0,98.0,10.0,48.0,3.0,34.0,10.0,30.0,8.0,52.0,6.0,21.0,2.0,266.4640122
2.0,76.0,1.0,85.0,4.0,7.0,10.0,16.0,3.0,87.0,7.0,16.0,7.0,91.0,1.0,50.0,9.0,44.0,8.0,69.0,9.0,99.0,9.0,295.36148970000005
2.0,69.0,2.0,4.0,8.0,64.0,1.0,22.0,2.0,92.0,6.0,30.0,5.0,84.0,6.0,57.0,4.0,44.0,5.0,57.0,7.0,37.0,6.0,258.41283489999995
1.0,30.0,8.0,13.0,8.0,47.0,3.0,46.0,1.0,11.0,10.0,42.0,5.0,6.0,8.0,21.0,9.0,96.0,5.0,6.0,8.0,95.0,4.0,194.61166850000004
2.0,80.0,5.0,97.0,7.0,80.0,10.0,1.0,3.0,14.0,10.0,56.0,4.0,35.0,5.0,99.0,5.0,17.0,2.0,51.0,8.0,74.0,4.0,277.2363818
1.0,47.0,6.0,28.0,6.0,81.0,2.0,29.0,3.0,19.0,6.0,93.0,8.0,32.0,1.0,77.0,5.0,92.0,8.0,96.0,3.0,41.0,4.0,271.5026565
1.0,32.0,1.0,95.0,5.0,27.0,5.0,79.0,3.0,51.0,9.0,18.0,1.0,33.0,8.0,67.0,9.0,16.0,4.0,57.0,9.0,3.0,10.0,260.2157623
2.0,53.0,2.0,77.0,7.0,2.0,9.0,30.0,3.0,8.0,8.0,69.0,9.0,88.0,10.0,52.0,7.0,94.0,1.0,64.0,5.0,90.0,6.0,262.1806904
1.0,72.0,6.0,64.0,5.0,50.0,5.0,75.0,3.0,33.0,9.0,46.0,8.0,99.0,10.0,53.0,4.0,60.0,9.0,91.0,9.0,88.0,5.0,275.23801579999997
2.0,18.0,10.0,79.0,6.0,32.0,1.0,93.0,6.0,20.0,9.0,44.0,8.0,90.0,6.0,71.0,2.0,40.0,6.0,29.0,10.0,78.0,6.0,273.05358540000003
1.0,21.0,4.0,50.0,10.0,44.0,1.0,72.0,4.0,49.0,10.0,82.0,3.0,100.0,4.0,43.0,7.0,84.0,5.0,82.0,4.0,60.0,2.0,270.269603
2.0,33.0,10.0,63.0,5.0,94.0,9.0,36.0,5.0,52.0,1.0,9.0,8.0,10.0,1.0,40.0,3.0,51.0,10.0,44.0,7.0,57.0,6.0,288.1769917
2.0,15.0,3.0,45.0,2.0,98.0,1.0,9.0,9.0,31.0,7.0,91.0,1.0,72.0,6.0,12.0,8.0,21.0,6.0,90.0,2.0,73.0,10.0,235.74943260000003
1.0,81.0,8.0,36.0,2.0,7.0,10.0,8.0,2.0,46.0,9.0,40.0,5.0,18.0,2.0,43.0,8.0,94.0,2.0,75.0,4.0,49.0,4.0,245.95920679999998
2.0,74.0,3.0,3.0,7.0,13.0,8.0,31.0,4.0,96.0,9.0,13.0,10.0,54.0,6.0,50.0,6.0,85.0,5.0,9.0,5.0,96.0,5.0,258.58044
1.0,1.0,3.0,95.0,6.0,26.0,10.0,43.0,2.0,7.0,7.0,36.0,8.0,80.0,9.0,89.0,3.0,23.0,3.0,47.0,4.0,73.0,5.0,209.35748260000003
2.0,18.0,3.0,52.0,4.0,31.0,5.0,45.0,6.0,26.0,10.0,85.0,8.0,83.0,9.0,34.0,8.0,34.0,6.0,3.0,4.0,25.0,9.0,245.18094390000002
1.0,58.0,7.0,1.0,9.0,9.0,4.0,84.0,10.0,24.0,2.0,16.0,8.0,48.0,3.0,5.0,6.0,69.0,5.0,67.0,10.0,97.0,6.0,202.0419792
2.0,85.0,8.0,97.0,10.0,47.0,6.0,36.0,5.0,18.0,10.0,84.0,9.0,19.0,2.0,57.0,5.0,67.0,1.0,70.0,1.0,84.0,6.0,266.6421157
1.0,53.0,9.0,43.0,6.0,74.0,1.0,1.0,9.0,7.0,1.0,98.0,2.0,79.0,1.0,35.0,4.0,32.0,1.0,55.0,3.0,83.0,8.0,237.5718254
1.0,86.0,7.0,100.0,8.0,11.0,10.0,96.0,6.0,9.0,3.0,38.0,3.0,74.0,7.0,65.0,4.0,60.0,2.0,61.0,2.0,100.0,8.0,277.5326539
2.0,46.0,7.0,34.0,10.0,31.0,3.0,45.0,2.0,44.0,3.0,70.0,2.0,65.0,7.0,10.0,1.0,80.0,6.0,72.0,3.0,75.0,8.0,251.32691929999996
1.0,4.0,1.0,5.0,2.0,42.0,8.0,58.0,8.0,61.0,8.0,73.0,9.0,14.0,6.0,23.0,6.0,63.0,6.0,75.0,8.0,4.0,9.0,130.8486367
2.0,86.0,6.0,70.0,10.0,30.0,5.0,78.0,7.0,64.0,9.0,38.0,5.0,51.0,8.0,98.0,9.0,84.0,5.0,19.0,3.0,86.0,8.0,321.9898975
1.0,60.0,1.0,15.0,8.0,51.0,9.0,82.0,9.0,2.0,6.0,38.0,7.0,9.0,4.0,51.0,4.0,56.0,4.0,6.0,6.0,73.0,5.0,220.08708990000002
2.0,3.0,4.0,23.0,9.0,6.0,10.0,81.0,5.0,67.0,6.0,66.0,5.0,28.0,2.0,25.0,9.0,61.0,4.0,88.0,2.0,42.0,1.0,180.63063160000002
2.0,67.0,1.0,81.0,6.0,52.0,10.0,17.0,2.0,94.0,2.0,82.0,1.0,95.0,4.0,95.0,2.0,62.0,3.0,66.0,7.0,38.0,5.0,276.1750562
2.0,30.0,10.0,42.0,9.0,2.0,7.0,8.0,5.0,49.0,8.0,64.0,10.0,54.0,4.0,50.0,9.0,57.0,3.0,54.0,8.0,5.0,3.0,247.43958489999997
2.0,7.0,1.0,66.0,7.0,28.0,1.0,23.0,10.0,19.0,5.0,94.0,4.0,100.0,2.0,71.0,8.0,85.0,9.0,5.0,9.0,44.0,6.0,261.4464937
2.0,1.0,2.0,63.0,8.0,22.0,4.0,17.0,10.0,79.0,3.0,62.0,2.0,14.0,4.0,64.0,2.0,88.0,10.0,16.0,8.0,71.0,3.0,242.07172010000005
1.0,65.0,4.0,19.0,1.0,75.0,3.0,63.0,4.0,26.0,7.0,64.0,10.0,1.0,1.0,1.0,7.0,48.0,3.0,93.0,3.0,87.0,5.0,212.8133169
2.0,63.0,9.0,76.0,5.0,82.0,8.0,1.0,5.0,2.0,4.0,65.0,8.0,86.0,4.0,82.0,2.0,93.0,2.0,58.0,1.0,9.0,1.0,246.6397018
1.0,86.0,2.0,52.0,7.0,63.0,6.0,27.0,2.0,58.0,2.0,85.0,10.0,62.0,4.0,45.0,6.0,18.0,1.0,54.0,1.0,30.0,4.0,263.6824712
2.0,89.0,3.0,5.0,4.0,1.0,1.0,78.0,2.0,78.0,6.0,94.0,3.0,85.0,1.0,14.0,2.0,61.0,2.0,34.0,5.0,40.0,3.0,205.73249960000004
2.0,41.0,9.0,63.0,1.0,48.0,7.0,29.0,8.0,100.0,10.0,98.0,3.0,56.0,9.0,18.0,7.0,62.0,4.0,84.0,5.0,42.0,6.0,256.8335717
2.0,64.0,4.0,21.0,3.0,86.0,10.0,75.0,4.0,84.0,3.0,71.0,3.0,100.0,6.0,58.0,10.0,33.0,1.0,36.0,1.0,94.0,4.0,279.11243569999993
2.0,50.0,2.0,91.0,10.0,26.0,6.0,22.0,6.0,12.0,9.0,17.0,10.0,60.0,4.0,65.0,8.0,21.0,10.0,47.0,7.0,22.0,5.0,302.1385984
2.0,88.0,7.0,23.0,4.0,81.0,3.0,36.0,1.0,88.0,7.0,44.0,7.0,34.0,1.0,25.0,7.0,73.0,7.0,4.0,4.0,26.0,9.0,248.7374899
2.0,3.0,2.0,64.0,4.0,17.0,5.0,4.0,2.0,68.0,2.0,21.0,3.0,51.0,9.0,37.0,5.0,78.0,9.0,23.0,2.0,29.0,9.0,205.9141275
1.0,54.0,1.0,81.0,9.0,83.0,3.0,60.0,10.0,16.0,10.0,83.0,1.0,86.0,7.0,61.0,2.0,65.0,4.0,86.0,4.0,7.0,9.0,249.54670459999997
2.0,86.0,10.0,43.0,9.0,85.0,9.0,33.0,10.0,58.0,6.0,92.0,4.0,99.0,6.0,74.0,6.0,15.0,4.0,11.0,3.0,99.0,1.0,280.843069
1.0,91.0,4.0,94.0,3.0,94.0,1.0,69.0,7.0,38.0,4.0,59.0,7.0,29.0,5.0,1.0,2.0,41.0,1.0,1.0,1.0,86.0,4.0,257.87142769999997
1.0,84.0,8.0,21.0,7.0,27.0,4.0,13.0,5.0,58.0,6.0,9.0,10.0,99.0,8.0,76.0,9.0,14.0,7.0,27.0,3.0,94.0,4.0,281.9910232
2.0,59.0,1.0,6.0,3.0,6.0,3.0,86.0,1.0,38.0,2.0,33.0,3.0,83.0,1.0,66.0,2.0,20.0,8.0,62.0,9.0,59.0,5.0,241.11988259999998
1.0,98.0,4.0,65.0,9.0,84.0,2.0,100.0,9.0,82.0,10.0,92.0,10.0,1.0,5.0,28.0,2.0,9.0,2.0,53.0,2.0,51.0,1.0,196.0037293
2.0,30.0,4.0,9.0,4.0,100.0,6.0,15.0,4.0,43.0,5.0,68.0,3.0,35.0,6.0,5.0,6.0,26.0,9.0,88.0,9.0,21.0,2.0,226.30565249999998
1.0,2.0,10.0,54.0,10.0,16.0,1.0,68.0,10.0,63.0,1.0,52.0,3.0,74.0,7.0,64.0,9.0,74.0,9.0,88.0,5.0,61.0,6.0,219.9768527
1.0,52.0,2.0,50.0,1.0,8.0,8.0,76.0,8.0,86.0,1.0,40.0,9.0,46.0,2.0,99.0,5.0,16.0,6.0,36.0,3.0,20.0,2.0,280.0527455
1.0,61.0,9.0,83.0,3.0,43.0,6.0,84.0,7.0,59.0,7.0,79.0,9.0,5.0,8.0,9.0,3.0,63.0,3.0,30.0,9.0,41.0,3.0,198.89567539999996
1.0,45.0,5.0,25.0,9.0,42.0,8.0,62.0,4.0,59.0,7.0,65.0,3.0,70.0,9.0,17.0,9.0,4.0,2.0,55.0,8.0,83.0,5.0,234.39989309999999
2.0,57.0,6.0,82.0,5.0,13.0,6.0,92.0,5.0,71.0,6.0,11.0,3.0,60.0,10.0,43.0,1.0,41.0,8.0,82.0,10.0,49.0,10.0,262.145327
2.0,11.0,3.0,81.0,1.0,61.0,6.0,79.0,1.0,42.0,10.0,77.0,6.0,58.0,4.0,87.0,9.0,1.0,4.0,48.0,10.0,67.0,2.0,267.5391518
2.0,86.0,10.0,78.0,7.0,44.0,6.0,24.0,5.0,52.0,2.0,37.0,5.0,98.0,7.0,57.0,10.0,73.0,7.0,20.0,5.0,76.0,2.0,313.43625340000006
1.0,2.0,2.0,100.0,4.0,88.0,4.0,71.0,8.0,83.0,5.0,94.0,3.0,3.0,10.0,33.0,7.0,30.0,7.0,11.0,10.0,72.0,8.0,155.27005580000002
1.0,82.0,2.0,18.0,6.0,69.0,1.0,54.0,8.0,15.0,4.0,10.0,6.0,85.0,5.0,50.0,10.0,30.0,7.0,46.0,2.0,44.0,3.0,272.95817040000003
1.0,96.0,5.0,98.0,9.0,44.0,8.0,38.0,6.0,44.0,4.0,43.0,1.0,89.0,3.0,26.0,3.0,41.0,6.0,15.0,10.0,84.0,5.0,253.10967949999997
2.0,28.0,6.0,41.0,6.0,62.0,8.0,2.0,6.0,32.0,4.0,77.0,4.0,86.0,6.0,69.0,6.0,19.0,3.0,45.0,9.0,57.0,5.0,267.8748283
1.0,16.0,9.0,52.0,2.0,20.0,1.0,95.0,2.0,64.0,7.0,76.0,10.0,23.0,5.0,1.0,2.0,87.0,9.0,62.0,9.0,99.0,10.0,251.98509599999994
1.0,41.0,3.0,100.0,5.0,15.0,5.0,48.0,5.0,48.0,2.0,52.0,10.0,5.0,7.0,66.0,9.0,5.0,10.0,99.0,3.0,17.0,6.0,244.59881709999996
1.0,34.0,7.0,69.0,7.0,54.0,3.0,100.0,7.0,92.0,8.0,33.0,8.0,97.0,9.0,75.0,1.0,96.0,7.0,26.0,6.0,26.0,7.0,253.6816782
1.0,67.0,10.0,55.0,2.0,36.0,6.0,59.0,6.0,29.0,8.0,70.0,2.0,26.0,2.0,86.0,6.0,71.0,9.0,41.0,3.0,80.0,2.0,283.7796101
1.0,3.0,3.0,91.0,1.0,90.0,3.0,73.0,10.0,50.0,10.0,32.0,7.0,79.0,1.0,55.0,8.0,3.0,9.0,16.0,5.0,75.0,7.0,212.9986049
1.0,19.0,4.0,47.0,4.0,56.0,3.0,22.0,8.0,93.0,3.0,86.0,2.0,60.0,6.0,49.0,7.0,99.0,7.0,37.0,7.0,19.0,3.0,261.58108139999996
1.0,43.0,4.0,57.0,9.0,100.0,4.0,79.0,7.0,37.0,6.0,38.0,5.0,92.0,3.0,65.0,10.0,13.0,6.0,44.0,4.0,38.0,2.0,294.79283560000005
1.0,89.0,9.0,31.0,4.0,100.0,4.0,62.0,1.0,57.0,5.0,68.0,10.0,24.0,8.0,97.0,7.0,97.0,3.0,62.0,5.0,13.0,5.0,279.1486081
2.0,92.0,1.0,84.0,4.0,63.0,5.0,87.0,5.0,40.0,3.0,38.0,2.0,1.0,5.0,90.0,9.0,67.0,1.0,67.0,5.0,21.0,6.0,270.597045
2.0,90.0,8.0,75.0,2.0,9.0,3.0,30.0,2.0,14.0,6.0,60.0,6.0,60.0,1.0,82.0,2.0,59.0,1.0,40.0,2.0,38.0,9.0,253.00534249999998
1.0,91.0,5.0,91.0,6.0,62.0,5.0,54.0,10.0,62.0,8.0,39.0,9.0,8.0,8.0,39.0,7.0,63.0,3.0,26.0,4.0,37.0,3.0,235.164642
1.0,55.0,10.0,96.0,4.0,24.0,3.0,98.0,8.0,16.0,7.0,83.0,2.0,90.0,4.0,9.0,8.0,93.0,9.0,47.0,4.0,86.0,8.0,244.90699569999998
1.0,88.0,5.0,53.0,4.0,71.0,10.0,56.0,4.0,43.0,7.0,25.0,8.0,67.0,1.0,96.0,8.0,64.0,2.0,1.0,10.0,40.0,8.0,288.02339159999997
2.0,1.0,7.0,88.0,1.0,1.0,9.0,35.0,2.0,89.0,7.0,99.0,9.0,51.0,7.0,62.0,4.0,66.0,6.0,43.0,1.0,75.0,6.0,226.6136363
1.0,99.0,4.0,80.0,1.0,1.0,4.0,48.0,4.0,65.0,1.0,90.0,8.0,14.0,9.0,87.0,5.0,3.0,8.0,65.0,2.0,97.0,1.0,267.51939519999996
2.0,75.0,8.0,84.0,4.0,57.0,6.0,61.0,4.0,4.0,4.0,3.0,1.0,26.0,6.0,48.0,9.0,26.0,4.0,91.0,2.0,30.0,8.0,270.4710108
1.0,94.0,4.0,83.0,8.0,42.0,6.0,76.0,8.0,69.0,10.0,20.0,3.0,78.0,10.0,79.0,4.0,57.0,5.0,65.0,1.0,19.0,6.0,288.1393083
2.0,77.0,8.0,79.0,8.0,53.0,6.0,16.0,7.0,100.0,9.0,43.0,1.0,67.0,9.0,91.0,2.0,43.0,5.0,26.0,10.0,62.0,10.0,283.5138289
1.0,46.0,10.0,16.0,6.0,5.0,9.0,59.0,9.0,9.0,1.0,59.0,6.0,6.0,4.0,13.0,5.0,70.0,3.0,72.0,9.0,23.0,9.0,184.2161432
1.0,26.0,10.0,43.0,9.0,60.0,2.0,89.0,6.0,39.0,9.0,51.0,5.0,28.0,10.0,94.0,10.0,82.0,1.0,38.0,8.0,14.0,3.0,290.28864289999996
2.0,83.0,3.0,45.0,8.0,98.0,7.0,48.0,9.0,52.0,1.0,48.0,8.0,56.0,4.0,63.0,5.0,79.0,8.0,11.0,9.0,87.0,2.0,300.3245056
2.0,65.0,7.0,74.0,9.0,45.0,9.0,1.0,9.0,14.0,3.0,94.0,7.0,16.0,9.0,87.0,5.0,85.0,2.0,3.0,7.0,28.0,4.0,257.3708252
2.0,50.0,9.0,71.0,6.0,75.0,6.0,89.0,6.0,37.0,10.0,87.0,4.0,68.0,7.0,17.0,1.0,22.0,3.0,35.0,2.0,48.0,10.0,230.0716236
2.0,81.0,1.0,53.0,5.0,23.0,2.0,72.0,4.0,37.0,4.0,16.0,8.0,74.0,3.0,57.0,10.0,19.0,4.0,82.0,9.0,84.0,4.0,289.0078749
2.0,46.0,6.0,19.0,10.0,98.0,4.0,37.0,9.0,44.0,5.0,77.0,9.0,67.0,6.0,96.0,3.0,50.0,7.0,96.0,3.0,75.0,1.0,293.7674848
