context,computer(downsampling rate),computer(frame rate),computer_2(downsampling rate),computer_2(frame rate),cups(downsampling rate),cups(frame rate),desk(downsampling rate),desk(frame rate),chair(downsampling rate),chair(frame rate),papers(downsampling rate),papers(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
1.0,88.0,1.0,26.0,2.0,89.0,1.0,55.0,1.0,46.0,9.0,59.0,6.0,74.0,3.0,64.0,4.0,301.73244070000004
2.0,71.0,9.0,46.0,1.0,90.0,6.0,76.0,2.0,42.0,9.0,63.0,7.0,70.0,5.0,23.0,1.0,228.4007301
2.0,16.0,9.0,79.0,5.0,78.0,8.0,75.0,8.0,52.0,10.0,41.0,9.0,13.0,9.0,92.0,3.0,191.16861740000002
1.0,6.0,4.0,37.0,4.0,95.0,5.0,89.0,5.0,60.0,2.0,13.0,2.0,36.0,6.0,40.0,9.0,240.14245060000005
1.0,49.0,2.0,44.0,2.0,13.0,2.0,27.0,6.0,23.0,3.0,84.0,6.0,80.0,10.0,25.0,9.0,313.719006
1.0,6.0,9.0,68.0,8.0,28.0,2.0,29.0,8.0,99.0,2.0,25.0,3.0,61.0,9.0,65.0,1.0,260.9837913
2.0,10.0,6.0,26.0,10.0,80.0,1.0,87.0,6.0,76.0,9.0,61.0,1.0,71.0,1.0,58.0,5.0,225.47816759999995
2.0,75.0,9.0,46.0,7.0,51.0,1.0,61.0,6.0,5.0,5.0,18.0,9.0,98.0,10.0,40.0,8.0,250.2888179
1.0,54.0,6.0,52.0,2.0,76.0,7.0,57.0,1.0,86.0,7.0,79.0,6.0,13.0,2.0,58.0,9.0,258.6628251
1.0,28.0,3.0,98.0,3.0,34.0,8.0,20.0,5.0,76.0,8.0,9.0,5.0,19.0,5.0,18.0,1.0,246.06021669999998
2.0,76.0,2.0,81.0,5.0,21.0,1.0,25.0,10.0,84.0,3.0,26.0,10.0,14.0,1.0,95.0,10.0,233.2864874
1.0,85.0,9.0,45.0,6.0,36.0,5.0,5.0,6.0,17.0,6.0,40.0,3.0,89.0,9.0,82.0,9.0,284.2440666
1.0,36.0,10.0,33.0,9.0,20.0,10.0,89.0,6.0,1.0,7.0,82.0,3.0,57.0,2.0,52.0,10.0,258.630726
1.0,89.0,3.0,97.0,9.0,77.0,3.0,54.0,8.0,82.0,6.0,92.0,6.0,53.0,6.0,37.0,10.0,302.4970743
2.0,20.0,3.0,70.0,6.0,10.0,5.0,25.0,4.0,90.0,7.0,5.0,7.0,85.0,3.0,48.0,2.0,221.2488182
2.0,20.0,2.0,87.0,3.0,33.0,9.0,73.0,2.0,42.0,4.0,48.0,7.0,93.0,8.0,98.0,2.0,250.2248871
1.0,27.0,10.0,95.0,7.0,1.0,6.0,4.0,8.0,68.0,3.0,78.0,4.0,12.0,8.0,94.0,2.0,207.7893836
1.0,10.0,8.0,4.0,10.0,36.0,3.0,12.0,6.0,71.0,1.0,71.0,7.0,34.0,7.0,23.0,4.0,217.9018623
2.0,93.0,2.0,26.0,5.0,67.0,9.0,73.0,4.0,63.0,9.0,24.0,6.0,4.0,5.0,27.0,9.0,216.9982609
2.0,22.0,1.0,43.0,8.0,58.0,4.0,66.0,9.0,72.0,4.0,25.0,8.0,43.0,2.0,55.0,7.0,219.84843489999997
1.0,27.0,8.0,83.0,6.0,18.0,10.0,45.0,8.0,46.0,10.0,28.0,8.0,93.0,7.0,3.0,1.0,311.8440554
1.0,14.0,4.0,14.0,10.0,73.0,2.0,41.0,3.0,20.0,9.0,84.0,10.0,66.0,9.0,62.0,7.0,292.6526519
2.0,1.0,10.0,59.0,5.0,2.0,6.0,49.0,7.0,80.0,2.0,83.0,2.0,100.0,8.0,78.0,8.0,229.5962765
1.0,48.0,5.0,31.0,2.0,72.0,10.0,84.0,1.0,59.0,7.0,41.0,10.0,79.0,7.0,40.0,4.0,311.8473321
1.0,13.0,7.0,81.0,3.0,1.0,10.0,79.0,8.0,90.0,9.0,30.0,9.0,40.0,4.0,34.0,7.0,258.4887021
2.0,30.0,4.0,75.0,5.0,64.0,9.0,71.0,5.0,24.0,5.0,44.0,7.0,22.0,5.0,28.0,2.0,189.61258460000002
1.0,68.0,2.0,91.0,2.0,59.0,5.0,70.0,5.0,100.0,4.0,66.0,10.0,28.0,9.0,43.0,4.0,269.8382344
2.0,73.0,9.0,14.0,7.0,55.0,2.0,19.0,4.0,60.0,10.0,8.0,6.0,2.0,4.0,48.0,4.0,209.09075
2.0,25.0,8.0,23.0,8.0,40.0,3.0,38.0,4.0,10.0,4.0,15.0,7.0,57.0,1.0,37.0,4.0,186.8290724
2.0,82.0,9.0,28.0,6.0,86.0,9.0,48.0,10.0,71.0,6.0,39.0,2.0,75.0,6.0,72.0,3.0,245.1104917
1.0,100.0,8.0,74.0,1.0,2.0,6.0,77.0,8.0,92.0,5.0,54.0,6.0,75.0,2.0,14.0,8.0,286.73470230000004
2.0,25.0,6.0,30.0,2.0,81.0,7.0,45.0,8.0,29.0,1.0,32.0,8.0,36.0,4.0,13.0,10.0,234.7255574
2.0,44.0,10.0,97.0,8.0,68.0,1.0,15.0,8.0,7.0,2.0,63.0,3.0,23.0,5.0,4.0,7.0,163.7769036
1.0,41.0,9.0,30.0,5.0,39.0,1.0,91.0,1.0,93.0,5.0,80.0,1.0,81.0,1.0,84.0,1.0,277.8453036
1.0,52.0,9.0,96.0,5.0,22.0,10.0,1.0,4.0,27.0,7.0,7.0,6.0,2.0,4.0,12.0,4.0,234.69063549999998
2.0,98.0,2.0,55.0,2.0,4.0,7.0,38.0,9.0,37.0,9.0,4.0,4.0,31.0,4.0,32.0,10.0,232.20659899999995
2.0,82.0,7.0,14.0,10.0,70.0,5.0,30.0,2.0,15.0,10.0,53.0,5.0,26.0,1.0,57.0,4.0,185.2826133
2.0,32.0,7.0,95.0,9.0,15.0,2.0,10.0,7.0,59.0,7.0,41.0,4.0,89.0,2.0,98.0,8.0,229.54638430000003
2.0,92.0,10.0,94.0,10.0,48.0,3.0,26.0,8.0,56.0,1.0,32.0,10.0,77.0,8.0,27.0,7.0,261.22816989999995
1.0,21.0,8.0,35.0,4.0,56.0,8.0,63.0,6.0,77.0,8.0,86.0,1.0,19.0,8.0,29.0,10.0,268.26844580000005
2.0,32.0,3.0,58.0,7.0,87.0,5.0,74.0,2.0,45.0,6.0,27.0,2.0,70.0,5.0,53.0,3.0,236.49963410000004
2.0,74.0,2.0,10.0,2.0,74.0,1.0,82.0,2.0,4.0,10.0,30.0,7.0,45.0,1.0,57.0,4.0,170.9269732
2.0,44.0,4.0,39.0,4.0,10.0,2.0,39.0,8.0,14.0,9.0,57.0,4.0,28.0,10.0,70.0,6.0,201.26304220000003
1.0,61.0,9.0,9.0,2.0,5.0,10.0,34.0,9.0,57.0,2.0,19.0,8.0,60.0,3.0,14.0,2.0,260.40490509999995
2.0,62.0,6.0,79.0,1.0,14.0,4.0,76.0,10.0,8.0,4.0,9.0,6.0,65.0,6.0,46.0,4.0,214.77196510000002
1.0,92.0,3.0,30.0,1.0,5.0,1.0,11.0,3.0,85.0,3.0,40.0,5.0,30.0,7.0,40.0,6.0,245.37320870000002
2.0,86.0,2.0,54.0,6.0,30.0,7.0,96.0,1.0,46.0,2.0,37.0,6.0,12.0,10.0,42.0,10.0,235.89248220000002
1.0,78.0,10.0,3.0,10.0,52.0,10.0,89.0,10.0,4.0,2.0,87.0,6.0,39.0,3.0,61.0,2.0,197.42518790000003
2.0,14.0,3.0,84.0,9.0,73.0,5.0,94.0,10.0,38.0,8.0,78.0,8.0,81.0,3.0,29.0,9.0,253.70116589999998
2.0,47.0,5.0,37.0,5.0,12.0,8.0,90.0,8.0,18.0,6.0,35.0,6.0,100.0,8.0,84.0,3.0,247.0804113
2.0,47.0,8.0,72.0,2.0,43.0,10.0,27.0,1.0,87.0,9.0,90.0,3.0,17.0,10.0,20.0,6.0,205.3751858
1.0,26.0,8.0,33.0,2.0,80.0,9.0,4.0,9.0,96.0,1.0,28.0,8.0,5.0,5.0,67.0,2.0,222.01824480000002
1.0,92.0,10.0,57.0,10.0,17.0,9.0,71.0,7.0,34.0,7.0,56.0,7.0,61.0,9.0,50.0,7.0,299.18932200000006
1.0,91.0,5.0,92.0,1.0,55.0,5.0,94.0,4.0,62.0,7.0,40.0,2.0,6.0,10.0,98.0,3.0,261.20306159999996
2.0,15.0,6.0,85.0,2.0,48.0,1.0,55.0,4.0,47.0,7.0,41.0,9.0,35.0,2.0,74.0,5.0,215.0927869
1.0,37.0,2.0,87.0,9.0,26.0,9.0,30.0,4.0,77.0,1.0,57.0,8.0,34.0,8.0,52.0,2.0,271.1295454
2.0,25.0,1.0,76.0,1.0,67.0,6.0,50.0,5.0,91.0,7.0,89.0,8.0,41.0,4.0,66.0,1.0,200.9232565
1.0,88.0,10.0,63.0,8.0,41.0,10.0,22.0,8.0,23.0,1.0,83.0,10.0,14.0,3.0,17.0,8.0,256.9234313
2.0,36.0,3.0,32.0,5.0,14.0,1.0,27.0,6.0,8.0,2.0,19.0,7.0,90.0,9.0,36.0,2.0,216.748911
2.0,81.0,10.0,68.0,4.0,97.0,9.0,33.0,10.0,99.0,7.0,16.0,4.0,13.0,9.0,59.0,2.0,187.9071525
1.0,34.0,3.0,55.0,10.0,77.0,5.0,23.0,8.0,43.0,9.0,10.0,5.0,94.0,2.0,6.0,5.0,281.7866401
2.0,49.0,4.0,23.0,3.0,32.0,3.0,70.0,6.0,9.0,8.0,38.0,9.0,42.0,4.0,44.0,5.0,201.86740559999998
2.0,80.0,3.0,42.0,8.0,39.0,5.0,32.0,3.0,88.0,2.0,46.0,4.0,88.0,4.0,73.0,9.0,260.0835822
1.0,56.0,4.0,67.0,1.0,84.0,7.0,39.0,10.0,1.0,7.0,10.0,10.0,48.0,4.0,84.0,9.0,247.1114029
1.0,35.0,8.0,45.0,8.0,12.0,7.0,75.0,6.0,36.0,6.0,16.0,4.0,100.0,9.0,75.0,1.0,307.8591888
2.0,45.0,1.0,98.0,6.0,56.0,9.0,37.0,10.0,72.0,10.0,28.0,2.0,2.0,9.0,49.0,10.0,259.856854
1.0,26.0,4.0,75.0,5.0,70.0,2.0,64.0,10.0,38.0,6.0,10.0,1.0,62.0,2.0,75.0,2.0,275.5193435
2.0,88.0,4.0,42.0,6.0,37.0,4.0,42.0,7.0,40.0,9.0,12.0,5.0,34.0,5.0,78.0,8.0,221.74766029999998
1.0,62.0,4.0,42.0,3.0,76.0,9.0,14.0,1.0,68.0,4.0,96.0,6.0,73.0,1.0,5.0,1.0,269.2331753
2.0,78.0,5.0,71.0,10.0,6.0,5.0,73.0,7.0,46.0,10.0,21.0,9.0,90.0,4.0,99.0,4.0,237.7487833
1.0,19.0,9.0,20.0,1.0,78.0,9.0,86.0,2.0,48.0,8.0,6.0,10.0,16.0,1.0,49.0,1.0,232.164106
2.0,88.0,8.0,49.0,6.0,22.0,9.0,69.0,7.0,96.0,5.0,24.0,8.0,37.0,2.0,9.0,9.0,207.75872560000002
2.0,7.0,1.0,8.0,9.0,89.0,8.0,30.0,3.0,74.0,6.0,2.0,7.0,22.0,7.0,84.0,8.0,195.7519355
2.0,95.0,6.0,4.0,4.0,4.0,6.0,49.0,1.0,20.0,5.0,19.0,3.0,13.0,2.0,67.0,3.0,154.3926903
2.0,19.0,7.0,63.0,5.0,90.0,5.0,86.0,3.0,28.0,7.0,44.0,3.0,61.0,6.0,60.0,2.0,229.10581489999998
1.0,50.0,1.0,36.0,7.0,40.0,1.0,18.0,4.0,96.0,2.0,32.0,1.0,5.0,5.0,65.0,7.0,254.6148639
1.0,31.0,7.0,62.0,7.0,96.0,7.0,50.0,3.0,29.0,6.0,31.0,2.0,45.0,8.0,25.0,7.0,283.20817930000004
1.0,96.0,3.0,86.0,9.0,80.0,9.0,85.0,5.0,70.0,2.0,18.0,4.0,36.0,6.0,21.0,1.0,271.2348248
1.0,35.0,3.0,8.0,2.0,33.0,7.0,21.0,4.0,68.0,4.0,58.0,6.0,56.0,4.0,39.0,9.0,273.1144678
2.0,16.0,3.0,75.0,1.0,26.0,9.0,47.0,7.0,48.0,6.0,51.0,9.0,34.0,10.0,35.0,2.0,201.0061527
2.0,93.0,6.0,75.0,5.0,90.0,2.0,76.0,8.0,53.0,6.0,90.0,4.0,2.0,3.0,4.0,8.0,218.1697422
1.0,14.0,4.0,30.0,3.0,84.0,9.0,11.0,6.0,21.0,1.0,29.0,8.0,71.0,6.0,78.0,3.0,286.6475708
2.0,53.0,8.0,20.0,8.0,22.0,10.0,37.0,8.0,73.0,7.0,42.0,2.0,49.0,8.0,32.0,1.0,203.0703657
1.0,74.0,7.0,86.0,9.0,98.0,1.0,61.0,5.0,58.0,3.0,100.0,1.0,69.0,7.0,17.0,2.0,311.49720940000003
1.0,11.0,1.0,89.0,7.0,56.0,9.0,5.0,6.0,72.0,6.0,38.0,9.0,29.0,8.0,33.0,7.0,235.674259
1.0,12.0,1.0,41.0,6.0,8.0,6.0,57.0,9.0,31.0,4.0,79.0,8.0,44.0,5.0,65.0,9.0,269.4673849
1.0,78.0,9.0,70.0,7.0,41.0,6.0,81.0,7.0,73.0,6.0,24.0,9.0,15.0,4.0,52.0,3.0,252.22089780000002
2.0,12.0,7.0,20.0,4.0,14.0,3.0,32.0,4.0,52.0,9.0,63.0,2.0,85.0,1.0,4.0,10.0,208.8963366
2.0,98.0,9.0,29.0,9.0,98.0,3.0,11.0,2.0,71.0,9.0,19.0,4.0,66.0,6.0,32.0,4.0,227.86563379999998
1.0,75.0,5.0,38.0,7.0,52.0,7.0,83.0,3.0,38.0,10.0,73.0,4.0,40.0,5.0,84.0,3.0,279.77410330000004
1.0,7.0,5.0,30.0,3.0,91.0,8.0,40.0,10.0,17.0,2.0,20.0,2.0,64.0,10.0,58.0,8.0,280.6749899
2.0,33.0,4.0,21.0,6.0,3.0,5.0,62.0,9.0,81.0,5.0,47.0,7.0,30.0,2.0,99.0,6.0,188.1736512
1.0,12.0,4.0,7.0,5.0,50.0,2.0,21.0,10.0,63.0,8.0,19.0,1.0,85.0,9.0,21.0,9.0,289.4605402
2.0,38.0,1.0,73.0,7.0,21.0,4.0,39.0,7.0,75.0,6.0,30.0,4.0,55.0,1.0,7.0,10.0,216.36916570000002
1.0,30.0,10.0,47.0,7.0,83.0,1.0,30.0,10.0,44.0,5.0,80.0,3.0,21.0,10.0,79.0,9.0,263.28986979999996
1.0,38.0,5.0,75.0,6.0,90.0,9.0,43.0,3.0,72.0,4.0,79.0,2.0,26.0,2.0,86.0,3.0,260.37209390000004
2.0,84.0,8.0,97.0,8.0,30.0,1.0,62.0,6.0,62.0,8.0,44.0,4.0,46.0,8.0,41.0,8.0,238.7524726
2.0,61.0,1.0,48.0,5.0,6.0,9.0,99.0,4.0,27.0,4.0,41.0,7.0,3.0,1.0,14.0,1.0,181.285775
2.0,77.0,1.0,69.0,1.0,82.0,1.0,32.0,2.0,22.0,8.0,83.0,4.0,84.0,10.0,100.0,3.0,255.2140082
2.0,18.0,2.0,76.0,6.0,30.0,7.0,14.0,8.0,70.0,1.0,37.0,5.0,71.0,8.0,70.0,4.0,240.0681469
1.0,92.0,2.0,19.0,9.0,15.0,6.0,98.0,5.0,61.0,4.0,45.0,10.0,50.0,10.0,14.0,9.0,284.1031588
1.0,8.0,4.0,86.0,10.0,64.0,2.0,100.0,10.0,63.0,10.0,57.0,4.0,38.0,7.0,84.0,6.0,273.2573828
2.0,75.0,4.0,18.0,2.0,85.0,7.0,22.0,1.0,16.0,8.0,66.0,9.0,92.0,3.0,77.0,3.0,231.49240349999997
1.0,85.0,1.0,95.0,6.0,55.0,2.0,55.0,7.0,36.0,1.0,82.0,2.0,75.0,5.0,42.0,1.0,311.45496610000004
1.0,13.0,1.0,97.0,1.0,81.0,4.0,10.0,1.0,95.0,2.0,42.0,2.0,79.0,9.0,39.0,6.0,300.0333561
1.0,14.0,1.0,7.0,10.0,33.0,4.0,78.0,6.0,94.0,10.0,53.0,6.0,79.0,9.0,97.0,4.0,296.90136780000006
1.0,33.0,4.0,11.0,7.0,96.0,5.0,91.0,7.0,8.0,6.0,12.0,10.0,83.0,10.0,59.0,10.0,292.167177
1.0,23.0,1.0,5.0,6.0,85.0,5.0,34.0,2.0,8.0,8.0,7.0,10.0,45.0,5.0,50.0,7.0,212.70366070000006
1.0,42.0,1.0,82.0,3.0,12.0,7.0,62.0,1.0,99.0,10.0,26.0,5.0,26.0,5.0,47.0,9.0,258.65808150000004
2.0,93.0,5.0,44.0,10.0,30.0,7.0,73.0,1.0,40.0,2.0,86.0,10.0,45.0,1.0,84.0,6.0,212.5366406
1.0,29.0,1.0,97.0,8.0,34.0,3.0,86.0,9.0,87.0,5.0,90.0,8.0,28.0,3.0,66.0,2.0,265.22299129999993
1.0,100.0,7.0,92.0,10.0,39.0,7.0,23.0,4.0,32.0,5.0,98.0,4.0,48.0,2.0,61.0,9.0,279.27107820000003
1.0,90.0,3.0,95.0,2.0,72.0,1.0,90.0,1.0,40.0,2.0,15.0,1.0,37.0,1.0,74.0,8.0,259.1455478
1.0,16.0,10.0,25.0,5.0,47.0,1.0,80.0,1.0,79.0,10.0,94.0,9.0,16.0,8.0,82.0,8.0,254.8630132
1.0,5.0,3.0,33.0,3.0,68.0,5.0,18.0,6.0,67.0,10.0,94.0,9.0,94.0,2.0,37.0,3.0,251.86836250000002
2.0,46.0,4.0,19.0,6.0,18.0,5.0,50.0,1.0,98.0,6.0,90.0,7.0,6.0,9.0,100.0,8.0,207.9722395
1.0,83.0,7.0,78.0,10.0,98.0,8.0,29.0,8.0,58.0,4.0,21.0,7.0,35.0,10.0,1.0,2.0,268.15524650000003
1.0,11.0,1.0,29.0,3.0,80.0,1.0,51.0,10.0,20.0,1.0,23.0,9.0,86.0,6.0,37.0,6.0,305.5845648
1.0,28.0,6.0,19.0,8.0,36.0,3.0,89.0,3.0,28.0,3.0,28.0,10.0,91.0,10.0,7.0,3.0,314.5188629
2.0,6.0,8.0,84.0,10.0,31.0,2.0,17.0,5.0,22.0,6.0,78.0,2.0,71.0,10.0,55.0,4.0,230.8231981
1.0,38.0,1.0,97.0,6.0,68.0,6.0,7.0,9.0,97.0,9.0,4.0,1.0,13.0,8.0,28.0,3.0,225.4680866
2.0,7.0,7.0,50.0,6.0,18.0,1.0,67.0,7.0,38.0,10.0,80.0,9.0,22.0,5.0,43.0,3.0,182.62235760000002
2.0,96.0,6.0,9.0,5.0,46.0,6.0,86.0,3.0,91.0,3.0,18.0,5.0,35.0,5.0,20.0,7.0,216.48454469999996
2.0,94.0,3.0,26.0,3.0,72.0,4.0,15.0,1.0,61.0,9.0,11.0,7.0,83.0,9.0,12.0,4.0,243.91532460000002
1.0,67.0,4.0,27.0,4.0,45.0,5.0,38.0,4.0,86.0,10.0,33.0,8.0,77.0,8.0,51.0,8.0,311.3499824
1.0,78.0,3.0,93.0,6.0,56.0,3.0,16.0,10.0,74.0,6.0,46.0,2.0,80.0,5.0,74.0,1.0,303.4175165
1.0,58.0,1.0,73.0,9.0,59.0,2.0,98.0,3.0,39.0,5.0,66.0,2.0,20.0,10.0,89.0,2.0,268.3355418
2.0,15.0,6.0,88.0,4.0,3.0,10.0,77.0,5.0,70.0,7.0,6.0,9.0,7.0,6.0,26.0,1.0,159.9776494
2.0,20.0,3.0,97.0,9.0,55.0,3.0,69.0,10.0,66.0,1.0,95.0,8.0,58.0,1.0,99.0,9.0,221.2880379
1.0,43.0,9.0,61.0,8.0,37.0,1.0,25.0,10.0,31.0,7.0,43.0,4.0,7.0,2.0,54.0,1.0,249.36857619999998
2.0,83.0,4.0,86.0,9.0,73.0,3.0,80.0,6.0,24.0,9.0,20.0,10.0,1.0,10.0,22.0,2.0,220.23037029999998
2.0,50.0,6.0,31.0,6.0,2.0,10.0,43.0,6.0,16.0,10.0,12.0,1.0,53.0,7.0,84.0,3.0,199.71720059999998
2.0,61.0,1.0,81.0,6.0,43.0,6.0,98.0,8.0,50.0,2.0,31.0,2.0,64.0,10.0,71.0,9.0,259.0314237
1.0,73.0,1.0,62.0,1.0,89.0,9.0,60.0,7.0,17.0,5.0,19.0,1.0,84.0,3.0,68.0,9.0,302.29477519999995
1.0,14.0,3.0,12.0,7.0,4.0,4.0,98.0,6.0,47.0,1.0,29.0,1.0,99.0,9.0,3.0,1.0,296.1161005
1.0,39.0,7.0,98.0,7.0,44.0,3.0,58.0,5.0,11.0,7.0,52.0,1.0,77.0,4.0,49.0,7.0,299.33077850000006
1.0,76.0,10.0,70.0,3.0,2.0,1.0,63.0,5.0,44.0,6.0,91.0,4.0,88.0,3.0,41.0,7.0,300.7825195
1.0,6.0,7.0,44.0,3.0,49.0,5.0,45.0,3.0,3.0,7.0,14.0,3.0,28.0,2.0,84.0,2.0,190.7028229
1.0,66.0,2.0,77.0,1.0,22.0,4.0,43.0,5.0,66.0,5.0,5.0,4.0,56.0,8.0,5.0,5.0,276.4573186
2.0,29.0,7.0,59.0,1.0,63.0,8.0,83.0,8.0,26.0,9.0,50.0,7.0,41.0,1.0,37.0,8.0,214.9691287
1.0,97.0,3.0,39.0,2.0,71.0,10.0,21.0,8.0,43.0,6.0,22.0,10.0,78.0,6.0,12.0,5.0,302.68406659999994
2.0,29.0,7.0,79.0,8.0,65.0,2.0,6.0,5.0,25.0,6.0,6.0,1.0,25.0,8.0,65.0,6.0,183.61224969999998
2.0,75.0,6.0,39.0,4.0,30.0,2.0,1.0,2.0,29.0,9.0,73.0,1.0,47.0,2.0,69.0,3.0,164.3577738
2.0,5.0,9.0,74.0,5.0,56.0,4.0,84.0,4.0,13.0,1.0,57.0,9.0,85.0,7.0,31.0,9.0,242.18358459999996
2.0,2.0,3.0,48.0,10.0,48.0,6.0,75.0,9.0,68.0,6.0,43.0,10.0,99.0,5.0,46.0,8.0,242.69845089999998
1.0,81.0,5.0,33.0,7.0,97.0,10.0,88.0,7.0,67.0,3.0,36.0,4.0,59.0,3.0,100.0,1.0,291.4753992
2.0,23.0,2.0,87.0,7.0,77.0,2.0,7.0,7.0,81.0,2.0,7.0,9.0,65.0,9.0,28.0,1.0,202.03315829999997
1.0,22.0,1.0,41.0,6.0,39.0,3.0,86.0,1.0,34.0,10.0,64.0,6.0,46.0,4.0,19.0,4.0,281.3710146
2.0,6.0,9.0,56.0,8.0,70.0,4.0,29.0,6.0,19.0,4.0,32.0,6.0,45.0,3.0,28.0,9.0,208.69594189999998
1.0,51.0,9.0,50.0,6.0,59.0,3.0,38.0,3.0,38.0,2.0,55.0,7.0,88.0,6.0,4.0,10.0,317.7254515
1.0,60.0,1.0,91.0,10.0,96.0,7.0,25.0,3.0,43.0,1.0,4.0,1.0,83.0,5.0,22.0,4.0,301.1811111
1.0,13.0,5.0,39.0,3.0,76.0,9.0,17.0,9.0,19.0,8.0,90.0,7.0,59.0,7.0,18.0,5.0,291.09976170000004
2.0,7.0,10.0,91.0,6.0,61.0,1.0,44.0,8.0,66.0,4.0,2.0,8.0,57.0,7.0,59.0,7.0,233.26724810000002
1.0,62.0,8.0,25.0,8.0,4.0,10.0,98.0,6.0,50.0,2.0,18.0,7.0,19.0,1.0,37.0,8.0,242.6890899
2.0,11.0,7.0,1.0,10.0,50.0,8.0,67.0,6.0,87.0,4.0,21.0,7.0,46.0,9.0,1.0,2.0,178.7282583
2.0,77.0,6.0,28.0,6.0,60.0,5.0,53.0,1.0,14.0,3.0,28.0,5.0,52.0,4.0,24.0,4.0,218.7729622
1.0,40.0,6.0,12.0,6.0,26.0,9.0,34.0,4.0,32.0,3.0,37.0,8.0,28.0,1.0,10.0,4.0,237.8347243
1.0,82.0,10.0,51.0,2.0,57.0,9.0,38.0,9.0,86.0,4.0,33.0,7.0,8.0,5.0,33.0,4.0,255.93671479999995
1.0,20.0,4.0,75.0,7.0,94.0,8.0,42.0,6.0,55.0,9.0,72.0,6.0,37.0,2.0,48.0,7.0,268.93211790000004
2.0,92.0,5.0,20.0,7.0,92.0,10.0,51.0,7.0,54.0,10.0,8.0,4.0,37.0,10.0,93.0,7.0,223.68132719999997
1.0,28.0,5.0,71.0,10.0,51.0,7.0,50.0,9.0,96.0,5.0,18.0,8.0,82.0,8.0,7.0,7.0,308.81082250000003
2.0,78.0,4.0,17.0,7.0,50.0,4.0,28.0,10.0,59.0,7.0,13.0,4.0,80.0,10.0,55.0,8.0,264.62224699999996
1.0,100.0,9.0,8.0,8.0,81.0,3.0,87.0,6.0,75.0,8.0,30.0,7.0,53.0,7.0,7.0,2.0,282.75121369999994
1.0,28.0,8.0,67.0,10.0,36.0,1.0,4.0,8.0,77.0,9.0,7.0,4.0,75.0,10.0,67.0,1.0,267.2547689
2.0,16.0,5.0,30.0,10.0,100.0,9.0,37.0,4.0,88.0,8.0,71.0,2.0,20.0,2.0,15.0,5.0,198.1254565
1.0,50.0,8.0,57.0,2.0,66.0,4.0,75.0,5.0,25.0,9.0,77.0,8.0,83.0,1.0,39.0,3.0,280.96838879999996
1.0,90.0,6.0,62.0,4.0,33.0,9.0,37.0,7.0,72.0,5.0,28.0,8.0,46.0,6.0,65.0,8.0,284.00031590000003
1.0,40.0,8.0,2.0,4.0,67.0,1.0,100.0,2.0,27.0,4.0,46.0,4.0,64.0,3.0,22.0,2.0,245.04886
1.0,75.0,5.0,66.0,2.0,41.0,10.0,84.0,2.0,32.0,5.0,19.0,4.0,47.0,9.0,74.0,6.0,279.8583046
2.0,93.0,5.0,18.0,6.0,69.0,7.0,4.0,2.0,30.0,6.0,43.0,3.0,88.0,7.0,68.0,7.0,229.15870900000002
1.0,7.0,6.0,84.0,1.0,23.0,6.0,4.0,2.0,94.0,3.0,92.0,8.0,16.0,9.0,14.0,1.0,202.6077242
1.0,53.0,7.0,21.0,9.0,98.0,5.0,57.0,8.0,86.0,7.0,72.0,1.0,44.0,10.0,79.0,8.0,286.8940216
2.0,52.0,1.0,27.0,9.0,55.0,7.0,78.0,10.0,58.0,1.0,43.0,7.0,17.0,10.0,96.0,3.0,194.5725569
1.0,56.0,2.0,41.0,1.0,72.0,4.0,16.0,8.0,61.0,7.0,92.0,5.0,63.0,3.0,52.0,2.0,285.8248252
2.0,77.0,5.0,75.0,5.0,99.0,4.0,27.0,3.0,33.0,9.0,61.0,7.0,70.0,7.0,7.0,8.0,243.800624
2.0,32.0,8.0,77.0,5.0,26.0,3.0,8.0,9.0,81.0,3.0,78.0,7.0,96.0,6.0,23.0,8.0,249.8517105
1.0,37.0,9.0,7.0,3.0,2.0,3.0,20.0,7.0,18.0,4.0,21.0,4.0,79.0,2.0,65.0,9.0,252.7152843
1.0,5.0,1.0,39.0,5.0,12.0,1.0,15.0,10.0,17.0,10.0,98.0,10.0,52.0,2.0,55.0,7.0,228.58167939999998
2.0,62.0,4.0,71.0,6.0,26.0,2.0,31.0,2.0,10.0,8.0,9.0,7.0,81.0,4.0,52.0,10.0,267.6309579
1.0,48.0,2.0,13.0,10.0,15.0,2.0,46.0,1.0,47.0,5.0,14.0,2.0,31.0,9.0,31.0,10.0,255.2930263
1.0,37.0,2.0,37.0,3.0,36.0,5.0,43.0,3.0,1.0,4.0,68.0,9.0,27.0,5.0,59.0,4.0,235.23246350000002
2.0,59.0,3.0,26.0,9.0,44.0,9.0,64.0,7.0,45.0,1.0,67.0,8.0,13.0,9.0,65.0,3.0,190.2824873
1.0,54.0,5.0,6.0,2.0,78.0,10.0,91.0,4.0,28.0,4.0,84.0,2.0,37.0,5.0,19.0,2.0,250.2084789
2.0,96.0,5.0,40.0,6.0,63.0,4.0,75.0,6.0,80.0,5.0,6.0,9.0,95.0,4.0,14.0,8.0,262.9767916
2.0,63.0,7.0,93.0,10.0,52.0,7.0,11.0,5.0,54.0,2.0,7.0,8.0,63.0,6.0,68.0,7.0,236.577045
