context,drawer(downsampling rate),drawer(frame rate),cpu(downsampling rate),cpu(frame rate),chair(downsampling rate),chair(frame rate),computer(downsampling rate),computer(frame rate),keyboard(downsampling rate),keyboard(frame rate),mouse(downsampling rate),mouse(frame rate),computer_2(downsampling rate),computer_2(frame rate),bag(downsampling rate),bag(frame rate),clothes(downsampling rate),clothes(frame rate),food(downsampling rate),food(frame rate),canister(downsampling rate),canister(frame rate),papers(downsampling rate),papers(frame rate),desk(downsampling rate),desk(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
1.0,83.0,7.0,27.0,1.0,92.0,1.0,47.0,9.0,17.0,10.0,33.0,8.0,35.0,2.0,36.0,6.0,8.0,2.0,45.0,10.0,18.0,9.0,89.0,5.0,54.0,9.0,1.0,8.0,67.0,2.0,355.4399296
1.0,30.0,6.0,88.0,5.0,2.0,10.0,87.0,3.0,82.0,1.0,19.0,5.0,24.0,4.0,65.0,6.0,75.0,10.0,89.0,6.0,94.0,4.0,67.0,2.0,33.0,2.0,3.0,4.0,71.0,5.0,310.1136846999999
1.0,5.0,7.0,54.0,3.0,13.0,10.0,95.0,10.0,19.0,3.0,100.0,10.0,83.0,5.0,45.0,6.0,12.0,5.0,67.0,8.0,33.0,4.0,17.0,3.0,18.0,5.0,57.0,7.0,47.0,6.0,384.3670522
1.0,8.0,8.0,61.0,5.0,9.0,7.0,100.0,1.0,39.0,10.0,66.0,7.0,6.0,10.0,12.0,1.0,98.0,4.0,78.0,4.0,81.0,10.0,26.0,8.0,62.0,6.0,50.0,3.0,44.0,8.0,342.4410232
2.0,8.0,5.0,79.0,3.0,46.0,10.0,20.0,1.0,31.0,9.0,71.0,1.0,8.0,3.0,16.0,9.0,100.0,7.0,57.0,9.0,74.0,7.0,96.0,1.0,31.0,5.0,13.0,7.0,97.0,2.0,303.1041504
2.0,53.0,8.0,23.0,1.0,30.0,7.0,21.0,10.0,91.0,5.0,87.0,3.0,54.0,8.0,86.0,6.0,84.0,8.0,84.0,3.0,79.0,3.0,7.0,6.0,51.0,3.0,57.0,2.0,77.0,1.0,318.6835222
2.0,52.0,9.0,61.0,2.0,57.0,3.0,37.0,6.0,98.0,10.0,75.0,3.0,76.0,5.0,19.0,4.0,10.0,2.0,80.0,2.0,8.0,1.0,25.0,10.0,60.0,5.0,16.0,4.0,49.0,4.0,315.0936572
1.0,84.0,9.0,33.0,9.0,10.0,3.0,25.0,5.0,63.0,3.0,25.0,10.0,98.0,9.0,70.0,9.0,43.0,6.0,35.0,8.0,8.0,3.0,60.0,9.0,81.0,1.0,62.0,5.0,100.0,9.0,395.1768638
2.0,39.0,9.0,90.0,8.0,22.0,1.0,53.0,2.0,82.0,4.0,29.0,10.0,76.0,8.0,27.0,10.0,68.0,1.0,11.0,10.0,68.0,5.0,11.0,1.0,48.0,4.0,32.0,10.0,37.0,6.0,341.45104000000003
1.0,71.0,7.0,69.0,10.0,58.0,5.0,47.0,9.0,83.0,4.0,8.0,6.0,78.0,9.0,67.0,3.0,9.0,6.0,20.0,3.0,29.0,1.0,6.0,10.0,51.0,10.0,50.0,7.0,52.0,6.0,382.54855739999994
1.0,14.0,4.0,60.0,9.0,59.0,1.0,91.0,5.0,81.0,3.0,33.0,9.0,21.0,10.0,15.0,1.0,9.0,8.0,95.0,6.0,51.0,10.0,14.0,10.0,26.0,3.0,4.0,8.0,22.0,2.0,324.9979038999999
1.0,68.0,2.0,72.0,2.0,77.0,3.0,52.0,8.0,57.0,2.0,95.0,8.0,97.0,2.0,49.0,7.0,40.0,10.0,2.0,2.0,70.0,7.0,62.0,4.0,24.0,10.0,7.0,6.0,41.0,8.0,352.0201355
2.0,23.0,10.0,59.0,8.0,51.0,1.0,78.0,5.0,18.0,2.0,39.0,2.0,47.0,6.0,63.0,3.0,81.0,8.0,66.0,10.0,10.0,8.0,33.0,4.0,64.0,4.0,79.0,3.0,20.0,8.0,322.27377040000005
2.0,19.0,2.0,11.0,7.0,53.0,9.0,7.0,10.0,4.0,10.0,90.0,3.0,23.0,9.0,41.0,1.0,44.0,4.0,34.0,7.0,53.0,9.0,70.0,10.0,38.0,3.0,34.0,10.0,41.0,9.0,313.7753216
2.0,59.0,2.0,15.0,9.0,78.0,4.0,24.0,5.0,58.0,3.0,28.0,4.0,23.0,1.0,93.0,8.0,84.0,4.0,93.0,7.0,98.0,6.0,97.0,6.0,36.0,2.0,83.0,2.0,18.0,1.0,316.64932509999994
1.0,33.0,7.0,50.0,1.0,54.0,9.0,7.0,1.0,71.0,8.0,88.0,4.0,55.0,4.0,11.0,6.0,37.0,1.0,79.0,8.0,64.0,3.0,63.0,7.0,88.0,7.0,53.0,6.0,68.0,7.0,379.1858804
2.0,1.0,6.0,76.0,6.0,54.0,7.0,8.0,3.0,58.0,1.0,74.0,6.0,15.0,9.0,100.0,9.0,58.0,1.0,14.0,4.0,16.0,10.0,49.0,1.0,48.0,7.0,10.0,7.0,18.0,9.0,276.9257247
1.0,66.0,3.0,16.0,5.0,33.0,2.0,16.0,9.0,83.0,7.0,64.0,6.0,47.0,8.0,34.0,7.0,11.0,4.0,17.0,4.0,84.0,2.0,61.0,10.0,68.0,4.0,51.0,3.0,25.0,2.0,375.938045
1.0,2.0,2.0,78.0,5.0,35.0,8.0,6.0,3.0,7.0,10.0,62.0,5.0,35.0,5.0,99.0,5.0,94.0,3.0,33.0,7.0,48.0,8.0,24.0,7.0,92.0,7.0,74.0,10.0,65.0,4.0,362.5596553
1.0,57.0,8.0,17.0,6.0,10.0,2.0,54.0,6.0,78.0,4.0,64.0,4.0,98.0,5.0,12.0,4.0,40.0,10.0,79.0,2.0,36.0,1.0,12.0,4.0,41.0,2.0,49.0,9.0,98.0,10.0,399.7828112
2.0,33.0,9.0,10.0,6.0,6.0,6.0,79.0,5.0,29.0,5.0,3.0,4.0,35.0,3.0,12.0,1.0,94.0,2.0,93.0,4.0,38.0,1.0,67.0,6.0,24.0,10.0,64.0,4.0,52.0,6.0,306.91539729999994
1.0,40.0,3.0,86.0,4.0,27.0,6.0,57.0,1.0,61.0,3.0,21.0,9.0,60.0,6.0,39.0,8.0,53.0,1.0,64.0,8.0,62.0,6.0,77.0,8.0,50.0,10.0,94.0,6.0,36.0,5.0,407.176735
1.0,43.0,3.0,79.0,5.0,52.0,9.0,84.0,8.0,76.0,3.0,95.0,1.0,88.0,1.0,93.0,5.0,20.0,6.0,100.0,8.0,55.0,3.0,80.0,9.0,96.0,5.0,63.0,6.0,24.0,8.0,415.4579093
1.0,23.0,8.0,26.0,10.0,16.0,1.0,56.0,5.0,34.0,9.0,56.0,5.0,36.0,1.0,50.0,4.0,30.0,7.0,66.0,8.0,14.0,9.0,80.0,4.0,65.0,9.0,22.0,4.0,94.0,5.0,385.6978045
1.0,5.0,9.0,16.0,5.0,20.0,9.0,11.0,4.0,27.0,9.0,69.0,8.0,11.0,7.0,95.0,3.0,36.0,4.0,47.0,3.0,95.0,5.0,35.0,3.0,41.0,5.0,14.0,1.0,60.0,5.0,310.10052540000004
1.0,77.0,8.0,1.0,4.0,33.0,8.0,89.0,1.0,39.0,3.0,10.0,8.0,75.0,2.0,33.0,9.0,74.0,2.0,8.0,7.0,91.0,8.0,32.0,3.0,58.0,10.0,10.0,5.0,82.0,6.0,360.24492950000007
1.0,2.0,3.0,69.0,9.0,86.0,2.0,89.0,4.0,56.0,7.0,24.0,5.0,76.0,5.0,97.0,10.0,92.0,2.0,98.0,3.0,59.0,8.0,77.0,6.0,88.0,4.0,84.0,6.0,33.0,6.0,405.0964824999999
1.0,40.0,8.0,45.0,9.0,55.0,6.0,32.0,3.0,15.0,7.0,64.0,9.0,94.0,3.0,1.0,10.0,16.0,2.0,98.0,9.0,3.0,5.0,23.0,10.0,12.0,2.0,75.0,7.0,48.0,1.0,374.0005995
2.0,11.0,3.0,39.0,6.0,47.0,4.0,17.0,8.0,93.0,10.0,8.0,5.0,95.0,3.0,56.0,10.0,67.0,1.0,2.0,3.0,37.0,5.0,56.0,9.0,62.0,6.0,47.0,1.0,40.0,2.0,284.54985610000006
2.0,99.0,4.0,14.0,3.0,100.0,6.0,5.0,5.0,85.0,10.0,32.0,8.0,90.0,10.0,7.0,3.0,76.0,5.0,78.0,2.0,48.0,3.0,87.0,9.0,17.0,3.0,71.0,6.0,71.0,6.0,323.60311029999997
1.0,98.0,7.0,4.0,1.0,13.0,7.0,24.0,8.0,50.0,6.0,55.0,1.0,75.0,5.0,65.0,9.0,22.0,2.0,46.0,4.0,72.0,2.0,46.0,7.0,93.0,8.0,88.0,2.0,75.0,5.0,369.7126117
1.0,2.0,6.0,35.0,2.0,96.0,4.0,80.0,1.0,91.0,7.0,52.0,7.0,38.0,5.0,65.0,6.0,40.0,4.0,6.0,2.0,93.0,2.0,25.0,9.0,18.0,4.0,81.0,1.0,78.0,2.0,338.81251419999995
1.0,77.0,10.0,28.0,3.0,63.0,9.0,4.0,7.0,37.0,1.0,32.0,6.0,28.0,1.0,94.0,3.0,43.0,6.0,7.0,6.0,23.0,6.0,37.0,3.0,7.0,1.0,6.0,8.0,29.0,10.0,287.41383950000005
2.0,29.0,10.0,34.0,5.0,18.0,6.0,44.0,4.0,97.0,6.0,93.0,4.0,58.0,7.0,25.0,2.0,50.0,1.0,59.0,8.0,59.0,9.0,5.0,5.0,36.0,2.0,81.0,6.0,38.0,3.0,337.4018080000001
1.0,58.0,5.0,36.0,2.0,40.0,3.0,19.0,8.0,90.0,5.0,83.0,7.0,60.0,9.0,96.0,2.0,24.0,5.0,62.0,3.0,10.0,1.0,85.0,8.0,55.0,9.0,43.0,9.0,98.0,4.0,402.93376059999997
1.0,80.0,6.0,21.0,6.0,68.0,10.0,16.0,8.0,6.0,1.0,75.0,2.0,92.0,5.0,16.0,7.0,64.0,7.0,99.0,3.0,1.0,1.0,48.0,3.0,41.0,7.0,74.0,6.0,40.0,10.0,390.7979693
2.0,23.0,10.0,62.0,1.0,73.0,8.0,51.0,2.0,61.0,5.0,10.0,10.0,91.0,5.0,30.0,7.0,36.0,10.0,11.0,9.0,85.0,8.0,15.0,10.0,38.0,6.0,73.0,6.0,49.0,4.0,339.70808320000003
2.0,16.0,6.0,66.0,4.0,94.0,4.0,100.0,10.0,65.0,1.0,89.0,1.0,43.0,5.0,98.0,4.0,91.0,8.0,82.0,2.0,25.0,9.0,59.0,4.0,21.0,5.0,2.0,2.0,21.0,6.0,274.39349769999995
2.0,79.0,3.0,7.0,10.0,70.0,6.0,48.0,8.0,32.0,10.0,16.0,6.0,57.0,8.0,26.0,7.0,25.0,5.0,35.0,5.0,78.0,7.0,47.0,1.0,66.0,9.0,41.0,2.0,55.0,6.0,311.74741489999997
2.0,98.0,2.0,84.0,7.0,97.0,1.0,19.0,5.0,22.0,2.0,37.0,1.0,52.0,9.0,92.0,5.0,61.0,6.0,37.0,10.0,31.0,4.0,77.0,1.0,18.0,10.0,1.0,10.0,95.0,9.0,292.0831332
1.0,43.0,5.0,36.0,10.0,79.0,7.0,22.0,10.0,37.0,9.0,85.0,3.0,39.0,8.0,26.0,8.0,84.0,7.0,100.0,9.0,28.0,7.0,4.0,9.0,81.0,3.0,65.0,2.0,71.0,2.0,339.62161799999996
1.0,8.0,8.0,87.0,7.0,11.0,10.0,47.0,10.0,5.0,9.0,8.0,8.0,92.0,2.0,70.0,2.0,85.0,1.0,28.0,10.0,25.0,5.0,61.0,9.0,78.0,9.0,57.0,8.0,78.0,4.0,395.7271536
2.0,20.0,1.0,38.0,7.0,45.0,5.0,72.0,10.0,45.0,1.0,12.0,1.0,19.0,2.0,38.0,1.0,86.0,3.0,92.0,6.0,67.0,6.0,89.0,8.0,15.0,6.0,78.0,7.0,87.0,4.0,337.42069890000005
2.0,10.0,6.0,64.0,10.0,14.0,7.0,75.0,9.0,4.0,5.0,45.0,3.0,76.0,6.0,42.0,1.0,1.0,1.0,57.0,3.0,3.0,10.0,91.0,9.0,94.0,2.0,26.0,4.0,99.0,9.0,305.04982920000003
1.0,94.0,3.0,51.0,10.0,31.0,1.0,75.0,6.0,14.0,2.0,20.0,5.0,10.0,7.0,49.0,5.0,75.0,1.0,23.0,9.0,42.0,6.0,65.0,7.0,21.0,2.0,66.0,6.0,8.0,10.0,375.1662726
2.0,18.0,10.0,66.0,5.0,9.0,10.0,68.0,2.0,38.0,5.0,67.0,1.0,74.0,6.0,38.0,8.0,74.0,5.0,35.0,1.0,25.0,7.0,58.0,5.0,88.0,1.0,78.0,4.0,44.0,8.0,329.7833231
2.0,60.0,10.0,89.0,5.0,4.0,6.0,2.0,5.0,72.0,8.0,67.0,9.0,14.0,1.0,35.0,3.0,14.0,8.0,60.0,2.0,35.0,7.0,17.0,9.0,88.0,8.0,19.0,6.0,11.0,1.0,286.2960751
1.0,1.0,8.0,50.0,9.0,76.0,8.0,64.0,3.0,16.0,9.0,45.0,9.0,75.0,5.0,2.0,5.0,56.0,3.0,7.0,2.0,39.0,1.0,32.0,1.0,57.0,1.0,8.0,6.0,11.0,1.0,339.66123780000004
2.0,86.0,1.0,55.0,8.0,5.0,10.0,74.0,9.0,45.0,3.0,81.0,4.0,88.0,10.0,92.0,9.0,85.0,7.0,69.0,5.0,71.0,6.0,35.0,7.0,97.0,6.0,39.0,2.0,9.0,10.0,305.72760910000005
1.0,14.0,4.0,35.0,8.0,47.0,5.0,18.0,9.0,25.0,3.0,65.0,1.0,28.0,6.0,17.0,8.0,29.0,2.0,94.0,4.0,85.0,6.0,83.0,3.0,85.0,8.0,44.0,7.0,49.0,4.0,393.6921837
2.0,84.0,9.0,83.0,5.0,74.0,3.0,53.0,1.0,73.0,10.0,43.0,10.0,55.0,3.0,15.0,4.0,100.0,7.0,56.0,2.0,1.0,2.0,20.0,5.0,69.0,7.0,40.0,8.0,40.0,2.0,349.7796076000001
1.0,51.0,1.0,9.0,2.0,23.0,7.0,78.0,2.0,87.0,7.0,46.0,7.0,78.0,2.0,93.0,5.0,42.0,6.0,88.0,1.0,63.0,2.0,2.0,6.0,35.0,4.0,61.0,8.0,76.0,4.0,370.21293789999993
1.0,46.0,9.0,61.0,8.0,58.0,5.0,76.0,4.0,12.0,9.0,20.0,9.0,17.0,2.0,47.0,7.0,15.0,6.0,73.0,2.0,29.0,7.0,39.0,9.0,96.0,2.0,52.0,7.0,3.0,1.0,397.10974760000005
2.0,91.0,10.0,46.0,6.0,77.0,9.0,41.0,4.0,62.0,6.0,53.0,6.0,32.0,6.0,94.0,5.0,44.0,6.0,66.0,2.0,45.0,7.0,97.0,3.0,54.0,2.0,61.0,4.0,95.0,1.0,339.7197303
2.0,86.0,8.0,39.0,4.0,10.0,1.0,58.0,3.0,31.0,3.0,51.0,8.0,68.0,4.0,57.0,7.0,19.0,7.0,13.0,7.0,63.0,10.0,62.0,5.0,11.0,8.0,68.0,1.0,17.0,9.0,279.968531
1.0,80.0,9.0,78.0,4.0,18.0,5.0,78.0,9.0,58.0,3.0,52.0,3.0,79.0,7.0,30.0,7.0,28.0,2.0,5.0,2.0,61.0,1.0,3.0,6.0,75.0,3.0,32.0,4.0,27.0,7.0,360.5077588
1.0,55.0,3.0,100.0,9.0,22.0,2.0,37.0,6.0,21.0,9.0,87.0,5.0,49.0,5.0,74.0,4.0,11.0,9.0,31.0,10.0,21.0,7.0,20.0,10.0,39.0,2.0,77.0,5.0,89.0,5.0,387.4069404
2.0,97.0,4.0,21.0,9.0,55.0,2.0,99.0,3.0,61.0,10.0,96.0,2.0,3.0,5.0,37.0,9.0,68.0,1.0,45.0,5.0,31.0,8.0,1.0,4.0,39.0,6.0,28.0,3.0,20.0,8.0,295.84469650000005
2.0,5.0,1.0,39.0,2.0,13.0,1.0,99.0,3.0,52.0,3.0,52.0,3.0,17.0,1.0,69.0,2.0,13.0,8.0,56.0,3.0,24.0,1.0,91.0,2.0,32.0,7.0,89.0,7.0,11.0,6.0,329.56992620000005
1.0,68.0,1.0,100.0,5.0,60.0,2.0,44.0,1.0,11.0,10.0,17.0,3.0,33.0,5.0,39.0,3.0,71.0,9.0,46.0,1.0,28.0,1.0,68.0,2.0,21.0,1.0,45.0,9.0,98.0,3.0,394.7305853
2.0,37.0,1.0,26.0,9.0,33.0,1.0,19.0,6.0,32.0,4.0,50.0,7.0,24.0,9.0,28.0,7.0,93.0,1.0,75.0,6.0,21.0,5.0,53.0,1.0,52.0,5.0,63.0,2.0,77.0,5.0,318.4916264
1.0,39.0,10.0,70.0,7.0,19.0,9.0,41.0,1.0,32.0,3.0,59.0,6.0,25.0,3.0,92.0,9.0,46.0,1.0,18.0,9.0,84.0,7.0,69.0,6.0,80.0,10.0,77.0,8.0,36.0,5.0,402.6293864
2.0,75.0,2.0,39.0,7.0,11.0,1.0,44.0,7.0,85.0,1.0,46.0,7.0,94.0,5.0,52.0,2.0,61.0,1.0,90.0,7.0,35.0,8.0,10.0,4.0,31.0,9.0,28.0,5.0,42.0,8.0,330.6142142
1.0,70.0,9.0,96.0,10.0,13.0,10.0,9.0,7.0,41.0,5.0,13.0,7.0,65.0,4.0,51.0,4.0,11.0,2.0,29.0,8.0,64.0,6.0,8.0,2.0,84.0,8.0,11.0,6.0,24.0,8.0,333.9560216
2.0,80.0,5.0,80.0,3.0,59.0,8.0,26.0,7.0,50.0,6.0,45.0,8.0,81.0,7.0,84.0,6.0,57.0,8.0,85.0,3.0,13.0,8.0,25.0,10.0,90.0,5.0,25.0,7.0,37.0,7.0,342.5550943
1.0,83.0,5.0,17.0,3.0,22.0,8.0,40.0,7.0,48.0,3.0,53.0,6.0,30.0,5.0,23.0,4.0,6.0,7.0,57.0,6.0,28.0,3.0,49.0,6.0,76.0,5.0,98.0,10.0,24.0,6.0,402.1825491
1.0,20.0,4.0,9.0,9.0,89.0,1.0,88.0,5.0,80.0,6.0,19.0,7.0,81.0,8.0,27.0,9.0,24.0,2.0,68.0,5.0,60.0,1.0,38.0,1.0,80.0,3.0,49.0,7.0,30.0,5.0,405.15108770000006
2.0,59.0,6.0,85.0,10.0,76.0,7.0,25.0,9.0,29.0,8.0,74.0,6.0,14.0,6.0,18.0,7.0,18.0,1.0,95.0,5.0,96.0,6.0,97.0,9.0,7.0,5.0,90.0,1.0,45.0,8.0,275.47631799999994
1.0,67.0,6.0,21.0,7.0,22.0,7.0,100.0,9.0,81.0,1.0,39.0,3.0,100.0,9.0,76.0,9.0,67.0,10.0,72.0,2.0,61.0,10.0,54.0,6.0,78.0,3.0,93.0,5.0,45.0,8.0,413.45986550000003
1.0,82.0,10.0,72.0,7.0,98.0,5.0,25.0,7.0,64.0,5.0,10.0,6.0,26.0,5.0,12.0,1.0,35.0,2.0,6.0,2.0,52.0,5.0,92.0,10.0,34.0,10.0,66.0,10.0,58.0,8.0,396.68509430000006
1.0,13.0,2.0,97.0,9.0,72.0,10.0,93.0,2.0,56.0,10.0,19.0,8.0,9.0,6.0,23.0,7.0,35.0,10.0,50.0,10.0,58.0,4.0,22.0,9.0,20.0,7.0,24.0,8.0,36.0,10.0,360.00008479999997
2.0,96.0,4.0,66.0,7.0,99.0,6.0,6.0,7.0,53.0,3.0,38.0,9.0,71.0,6.0,5.0,3.0,69.0,7.0,29.0,8.0,20.0,1.0,60.0,1.0,77.0,6.0,20.0,3.0,96.0,1.0,305.9883494
2.0,41.0,9.0,66.0,9.0,55.0,7.0,39.0,8.0,35.0,6.0,52.0,4.0,49.0,3.0,97.0,6.0,8.0,4.0,13.0,9.0,87.0,7.0,2.0,4.0,25.0,4.0,20.0,10.0,81.0,10.0,334.7532245
2.0,41.0,9.0,77.0,2.0,58.0,2.0,40.0,10.0,79.0,3.0,64.0,9.0,94.0,3.0,45.0,7.0,24.0,8.0,58.0,9.0,79.0,3.0,65.0,8.0,63.0,5.0,71.0,5.0,43.0,4.0,344.4071156
1.0,31.0,10.0,4.0,2.0,60.0,7.0,47.0,7.0,41.0,7.0,51.0,3.0,83.0,4.0,19.0,4.0,18.0,7.0,87.0,1.0,30.0,6.0,22.0,3.0,18.0,1.0,55.0,10.0,5.0,2.0,392.4617915
2.0,82.0,9.0,6.0,2.0,45.0,2.0,9.0,6.0,26.0,8.0,6.0,3.0,27.0,9.0,43.0,4.0,97.0,2.0,48.0,5.0,99.0,4.0,80.0,5.0,57.0,3.0,30.0,5.0,11.0,8.0,322.003903
2.0,19.0,7.0,97.0,10.0,12.0,3.0,82.0,7.0,61.0,5.0,8.0,9.0,60.0,1.0,91.0,4.0,7.0,9.0,44.0,7.0,44.0,3.0,93.0,4.0,61.0,3.0,73.0,10.0,5.0,10.0,346.4941167
2.0,5.0,6.0,92.0,6.0,23.0,10.0,8.0,3.0,53.0,4.0,36.0,6.0,96.0,2.0,34.0,10.0,89.0,2.0,13.0,4.0,27.0,8.0,5.0,2.0,58.0,10.0,85.0,1.0,48.0,3.0,277.29545349999995
2.0,53.0,4.0,84.0,5.0,30.0,6.0,25.0,10.0,43.0,7.0,53.0,8.0,51.0,3.0,91.0,2.0,56.0,4.0,40.0,7.0,18.0,4.0,13.0,8.0,56.0,1.0,6.0,4.0,88.0,1.0,293.65983190000003
2.0,86.0,5.0,24.0,10.0,22.0,5.0,51.0,7.0,13.0,4.0,67.0,4.0,98.0,9.0,3.0,7.0,80.0,10.0,91.0,1.0,59.0,9.0,35.0,1.0,78.0,2.0,96.0,7.0,95.0,9.0,345.23538270000006
1.0,19.0,2.0,2.0,8.0,47.0,5.0,66.0,2.0,64.0,1.0,57.0,8.0,51.0,3.0,19.0,2.0,33.0,1.0,80.0,3.0,19.0,4.0,50.0,6.0,91.0,3.0,2.0,9.0,85.0,3.0,336.03740159999995
1.0,21.0,8.0,30.0,1.0,99.0,9.0,44.0,10.0,89.0,9.0,59.0,10.0,60.0,6.0,58.0,4.0,10.0,4.0,77.0,3.0,71.0,2.0,71.0,6.0,16.0,5.0,6.0,7.0,96.0,9.0,344.36065449999995
1.0,80.0,5.0,71.0,10.0,49.0,6.0,43.0,8.0,3.0,5.0,83.0,2.0,80.0,1.0,4.0,7.0,7.0,8.0,86.0,1.0,68.0,6.0,17.0,4.0,6.0,4.0,69.0,3.0,20.0,8.0,335.27747540000007
1.0,70.0,6.0,43.0,6.0,49.0,2.0,31.0,10.0,99.0,7.0,42.0,3.0,4.0,1.0,64.0,6.0,6.0,6.0,18.0,10.0,65.0,3.0,59.0,5.0,26.0,5.0,90.0,7.0,48.0,7.0,365.3988347
2.0,72.0,9.0,96.0,5.0,92.0,7.0,18.0,6.0,44.0,1.0,5.0,2.0,67.0,8.0,77.0,6.0,52.0,3.0,100.0,6.0,67.0,10.0,2.0,8.0,42.0,1.0,19.0,3.0,69.0,1.0,311.23701990000006
2.0,92.0,1.0,24.0,5.0,17.0,3.0,65.0,8.0,30.0,4.0,27.0,10.0,61.0,8.0,8.0,1.0,24.0,9.0,23.0,10.0,72.0,4.0,1.0,5.0,62.0,2.0,7.0,2.0,71.0,3.0,272.6756865
2.0,39.0,7.0,92.0,5.0,14.0,7.0,29.0,5.0,29.0,4.0,13.0,2.0,14.0,3.0,23.0,6.0,83.0,1.0,59.0,10.0,57.0,5.0,2.0,2.0,49.0,2.0,90.0,1.0,58.0,8.0,285.06260010000005
2.0,51.0,4.0,87.0,9.0,83.0,6.0,41.0,7.0,56.0,10.0,29.0,2.0,47.0,9.0,55.0,4.0,62.0,2.0,34.0,9.0,88.0,2.0,91.0,10.0,74.0,10.0,86.0,2.0,52.0,3.0,320.94195040000005
2.0,99.0,3.0,23.0,5.0,59.0,3.0,17.0,4.0,88.0,9.0,23.0,5.0,79.0,10.0,6.0,10.0,29.0,10.0,53.0,2.0,75.0,7.0,41.0,7.0,24.0,3.0,77.0,3.0,71.0,7.0,318.6027109
1.0,14.0,5.0,69.0,7.0,78.0,5.0,53.0,8.0,25.0,2.0,37.0,2.0,29.0,6.0,15.0,3.0,89.0,10.0,27.0,7.0,90.0,6.0,16.0,8.0,81.0,4.0,61.0,9.0,55.0,10.0,397.7075668
1.0,18.0,3.0,59.0,9.0,50.0,4.0,86.0,1.0,68.0,10.0,29.0,4.0,27.0,9.0,66.0,2.0,96.0,10.0,62.0,5.0,17.0,5.0,65.0,10.0,92.0,10.0,29.0,1.0,69.0,7.0,362.83583060000007
2.0,44.0,8.0,45.0,5.0,5.0,6.0,72.0,8.0,100.0,6.0,79.0,3.0,68.0,1.0,41.0,5.0,25.0,8.0,20.0,2.0,91.0,5.0,25.0,8.0,84.0,7.0,6.0,4.0,56.0,1.0,279.11464259999997
2.0,35.0,6.0,3.0,4.0,85.0,8.0,28.0,7.0,43.0,4.0,91.0,2.0,81.0,4.0,56.0,6.0,19.0,4.0,19.0,2.0,14.0,4.0,36.0,2.0,99.0,3.0,79.0,2.0,47.0,3.0,305.76882659999995
2.0,2.0,10.0,18.0,6.0,53.0,10.0,37.0,8.0,67.0,9.0,31.0,7.0,83.0,3.0,95.0,8.0,71.0,7.0,53.0,9.0,79.0,5.0,10.0,4.0,79.0,10.0,4.0,1.0,53.0,6.0,266.80976899999996
2.0,13.0,3.0,79.0,6.0,28.0,10.0,95.0,2.0,36.0,8.0,40.0,9.0,13.0,9.0,64.0,2.0,46.0,8.0,16.0,8.0,62.0,8.0,10.0,4.0,23.0,1.0,95.0,8.0,12.0,8.0,330.9223322
2.0,21.0,6.0,69.0,1.0,37.0,5.0,43.0,1.0,78.0,4.0,85.0,6.0,12.0,1.0,57.0,3.0,87.0,5.0,81.0,5.0,28.0,9.0,48.0,9.0,45.0,7.0,31.0,4.0,24.0,8.0,323.7262817
1.0,70.0,7.0,66.0,8.0,17.0,4.0,59.0,9.0,68.0,7.0,61.0,8.0,55.0,10.0,67.0,6.0,97.0,8.0,3.0,2.0,14.0,3.0,99.0,6.0,21.0,10.0,79.0,7.0,8.0,8.0,395.4044342
2.0,98.0,4.0,82.0,10.0,62.0,6.0,49.0,2.0,54.0,2.0,77.0,5.0,51.0,5.0,58.0,2.0,27.0,4.0,3.0,6.0,99.0,8.0,56.0,5.0,51.0,4.0,56.0,5.0,97.0,2.0,329.2269328
2.0,2.0,3.0,97.0,5.0,64.0,10.0,73.0,5.0,37.0,1.0,85.0,7.0,84.0,5.0,31.0,10.0,32.0,3.0,24.0,7.0,29.0,8.0,59.0,9.0,96.0,5.0,54.0,9.0,92.0,7.0,341.99441049999996
2.0,91.0,10.0,75.0,7.0,82.0,9.0,23.0,4.0,18.0,8.0,73.0,5.0,95.0,6.0,4.0,4.0,72.0,1.0,92.0,2.0,80.0,2.0,29.0,5.0,10.0,5.0,28.0,1.0,63.0,3.0,282.67699209999995
1.0,100.0,2.0,99.0,4.0,86.0,8.0,30.0,6.0,50.0,7.0,22.0,4.0,58.0,1.0,22.0,6.0,19.0,1.0,58.0,3.0,34.0,8.0,32.0,3.0,7.0,5.0,1.0,1.0,68.0,7.0,330.12590720000003
1.0,66.0,5.0,22.0,10.0,76.0,9.0,10.0,9.0,26.0,5.0,50.0,10.0,29.0,10.0,55.0,10.0,99.0,7.0,59.0,10.0,71.0,3.0,22.0,9.0,92.0,8.0,17.0,5.0,21.0,5.0,361.81968149999994
1.0,34.0,3.0,57.0,8.0,10.0,4.0,92.0,1.0,55.0,4.0,48.0,3.0,10.0,4.0,23.0,10.0,65.0,9.0,29.0,2.0,79.0,5.0,95.0,6.0,56.0,8.0,27.0,4.0,28.0,6.0,365.45034289999995
2.0,73.0,9.0,48.0,9.0,95.0,7.0,51.0,3.0,70.0,6.0,98.0,7.0,61.0,9.0,78.0,6.0,66.0,7.0,46.0,9.0,37.0,9.0,87.0,10.0,84.0,9.0,55.0,10.0,64.0,10.0,372.39929609999996
